country_code,provider_id,source_station_id,source_station_uuid,station_name_original,station_name_ascii,river_name,river_km,latitude,longitude,gauge_zero_value,gauge_zero_unit,vertical_datum,level_unit,discharge_unit,temperature_unit,station_type,active,source_url,metadata_url,notes,possible_cross_border_match_id,match_confidence,match_reason,human_review_required
rs,hidmet_rs,42065,,Veliko Gradište,Veliko Gradiste,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42070,,Golubac,Golubac,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
rs,hidmet_rs,42095,,Prahovo,Prahovo,Danube,,,,,,,cm,m3/s on related pages,degC on related pages,hydrometric,unknown,https://www.hidmet.gov.rs/eng/hidrologija/izvestajne/index.php,https://www.hidmet.gov.rs/eng/hidrologija/naslovna_stanje.php,DUNAV reporting-station row,,unknown,,no
ro,afdj_ro,95,03013570-89c3-468d-929e-389aa605e929,Bechet,Bechet,Danube,679,43.784314,23.9574422,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/bechet,read from existing canonical station registry; audit did not modify it,danube:bechet,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,98,031cc7fd-3f5f-4d3f-8c42-01438e8dd69a,Cetate,Cetate,Danube,811,44.1114259,23.0475514,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/cetate,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,99,09b542d8-41d7-4746-8d84-e081f76a8c37,Gruia,Gruia,Danube,851,44.2665732,22.7046852,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/gruia,read from existing canonical station registry; audit did not modify it,danube:gruia,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,104,1a87220f-e0ae-4cf3-b921-e1e5b73f5f75,Baziaș,Bazias,Danube,1072,44.8159071,21.39048,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/bazias,read from existing canonical station registry; audit did not modify it,danube:bazias,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,103,264afec2-a181-408b-979c-473e5eaf4940,Moldova Veche,Moldova Veche,Danube,1048,44.7213534,21.6198348,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/moldova-veche,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,88,267d20a8-8a85-4d85-97e1-8aee686e9535,Cernavodă,Cernavoda,Danube,300,44.3416349,28.0316248,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/cernavoda,read from existing canonical station registry; audit did not modify it,danube:cernavoda,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,89,29f3d156-04e1-46bc-b699-bbea096e212f,Călărași,Calarasi,Danube,370,44.1961646,27.3313233,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/calarasi,read from existing canonical station registry; audit did not modify it,danube:calarasi,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,100,3d63f295-2216-491e-86ba-a0e19b6b5fa3,Drobeta-Turnu Severin,Drobeta-Turnu Severin,Danube,931,44.6257835,22.6531975,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/drobeta-turnu-severin,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,87,434d580b-1bc9-4210-aea9-3d263e8251fe,Hârșova,Harsova,Danube,253,44.6845557,27.9513766,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/harsova-0,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,93,5f0aaecc-01c1-4828-be3a-405bf48702b8,Turnu Măgurele,Turnu Magurele,Danube,597,43.7518306,24.8691717,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/turnu-magurele,read from existing canonical station registry; audit did not modify it,danube:turnu-magurele,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,82,657e4b68-9e17-4102-a240-b2cf2f34ba27,Sulina,Sulina,Danube,0,45.15541425,29.652728883222,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/sulina,read from existing canonical station registry; audit did not modify it,danube:sulina,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,84,733c61e2-3083-4766-9b49-9c51b6e6c7cc,Isaccea,Isaccea,Danube,103,45.2721887,28.4571456,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/isaccea,read from existing canonical station registry; audit did not modify it,danube:isaccea,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,102,841d8091-d02e-4c06-8391-7f5aa233b244,Drencova,Drencova,Danube,1015,44.6377707,21.9723364,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/drencova,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,96,89bd48d0-b491-4706-986d-d67ffc282f4e,Rast,Rast,Danube,738,43.8851672,23.2813472,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/rast,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,97,a4976c0d-d21d-4bda-b6bc-c19c0edc6123,Calafat,Calafat,Danube,795,43.9942983,22.9337027,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/calafat,read from existing canonical station registry; audit did not modify it,danube:calafat,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,94,b5ab6a64-d495-4137-b6a3-4c98d96836c9,Corabia,Corabia,Danube,630,43.7747612,24.5015439,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/corabia,read from existing canonical station registry; audit did not modify it,danube:corabia,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,101,bbf5e3ee-6ed6-4b87-afee-d78643847aea,Orșova,Orsova,Danube,954,44.726128,22.392312975059,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/orsova,read from existing canonical station registry; audit did not modify it,danube:orsova,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,85,c726848a-12e0-4961-be36-8a8d29ce9106,Galați,Galati,Danube,150,45.4338215,28.0549395,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/galati,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,86,cc4f13d6-eccf-48bf-a3b2-2ed3b60e1f63,Brăila,Braila,Danube,170,45.2716092,27.9742932,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/braila,read from existing canonical station registry; audit did not modify it,danube:braila,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,91,e3a30b68-5b3e-42d0-b6e7-82411594d811,Giurgiu,Giurgiu,Danube,493,43.8959058,25.9658111,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/giurgiu,read from existing canonical station registry; audit did not modify it,,unknown,,no
ro,afdj_ro,90,e5eea969-9ccd-4b3e-9aa5-439c8f0d1ff0,Oltenița,Oltenita,Danube,430,44.0904556,26.6407009,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/oltenita,read from existing canonical station registry; audit did not modify it,danube:oltenita,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,5243,ec11d8f6-34c5-4d2d-afc2-4171b759c56a,Tulcea,Tulcea,Danube,71,45.177518,28.8016348,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro,read from existing canonical station registry; audit did not modify it,danube:tulcea,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
ro,afdj_ro,92,fda97819-adbe-448c-bb6b-85e4aea435af,Zimnicea,Zimnicea,Danube,554,43.6542344,25.3655464,,,,cm,,degC,hydrometric,yes,https://afdj.ro/ro/tabel_cotele_dunarii/xml,https://afdj.ro/content/zimnicea,read from existing canonical station registry; audit did not modify it,danube:zimnicea,low,name overlap with a Romanian row republished by Hydroinfo; AFDJ has km/coordinates but the Hydroinfo row does not; human review required,yes
bg,appd_bg,,,Novo Selo,Novo Selo,Danube,833.60,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Vidin,Vidin,Danube,790.30,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Lom,Lom,Danube,743.30,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Oryahovo,Oryahovo,Danube,678.00,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Nikopol,Nikopol,Danube,597.50,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Svishtov,Svishtov,Danube,554.30,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Ruse,Ruse,Danube,495.60,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Silistra,Silistra,Danube,375.50,,,,,,cm,m3/s,degC,hydrometeorological_main,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official current main table; no institutional station ID. Audit identity: provider + station_type + exact name + river_km. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Novo Selo,Novo Selo,Danube,833.60,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Gomotartsi,Gomotartsi,Danube,819.00,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Lom,Lom,Danube,743.30,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Kozloduj,Kozloduj,Danube,703.90,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Oryahovo,Oryahovo,Danube,678.00,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Bajkal,Bajkal,Danube,640.80,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Nikopol,Nikopol,Danube,597.50,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Svishtov,Svishtov,Danube,554.30,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Ruse,Ruse,Danube,495.60,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Ryahovo,Ryahovo,Danube,465.40,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Malak Preslavets,Malak Preslavets,Danube,413.90,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Силистра,Silistra,Danube,375.50,,,,,,cm,,degC,automated,yes,https://www.appd-bg.org/hidrology-en,https://www.appd-bg.org/hidrology-en,Official automated table; no institutional station ID. Variation is categorical down/no_change/up from image filename. No automatic deduplication.,,unknown,,no
bg,appd_bg,,,Novo Selo,Novo Selo,Danube,833.60,,,,,,document-specific; verify PDF,m3/s,degC,historical_document_index,unknown,https://www.appd-bg.org/pages-en?id=opendata,https://www.appd-bg.org/pages-en?id=opendata,Official historical PDF index; no institutional station ID. Retained separately from current tables.,,unknown,,no
bg,appd_bg,,,Lom,Lom,Danube,743.30,,,,,,document-specific; verify PDF,m3/s,degC,historical_document_index,unknown,https://www.appd-bg.org/pages-en?id=opendata,https://www.appd-bg.org/pages-en?id=opendata,Official historical PDF index; no institutional station ID. Retained separately from current tables.,,unknown,,no
bg,appd_bg,,,Oryahovo,Oryahovo,Danube,678.00,,,,,,document-specific; verify PDF,m3/s,degC,historical_document_index,unknown,https://www.appd-bg.org/pages-en?id=opendata,https://www.appd-bg.org/pages-en?id=opendata,Official historical PDF index; no institutional station ID. Retained separately from current tables.,,unknown,,no
bg,appd_bg,,,Svishtov,Svishtov,Danube,554.30,,,,,,document-specific; verify PDF,m3/s,degC,historical_document_index,unknown,https://www.appd-bg.org/pages-en?id=opendata,https://www.appd-bg.org/pages-en?id=opendata,Official historical PDF index; no institutional station ID. Retained separately from current tables.,,unknown,,no
bg,appd_bg,,,Ruse,Ruse,Danube,495.60,,,,,,document-specific; verify PDF,m3/s,degC,historical_document_index,unknown,https://www.appd-bg.org/pages-en?id=opendata,https://www.appd-bg.org/pages-en?id=opendata,Official historical PDF index; no institutional station ID. Retained separately from current tables.,,unknown,,no
bg,appd_bg,,,Silistra,Silistra,Danube,375.50,,,,,,document-specific; verify PDF,m3/s,degC,historical_document_index,unknown,https://www.appd-bg.org/pages-en?id=opendata,https://www.appd-bg.org/pages-en?id=opendata,Official historical PDF index; no institutional station ID. Retained separately from current tables.,,unknown,,no
